date,store_id,region,day_of_week,total_sales,nb_customers
2020-06-01,83,California,0,2849.8923219858257,169
2020-06-02,83,California,1,2906.365493803362,170
2020-06-03,83,California,2,3067.2680799955288,182
2020-06-04,83,California,2,3088.763042720513,175
2020-06-05,83,California,4,3376.300700289987,223
2020-06-06,83,California,4,3867.8121484909643,243
2020-06-07,83,California,5,4151.426377538903,210
2020-06-01,84,California,0,2893.483976959399,162
2020-06-02,84,California,1,2872.6708720795864,171
2020-06-03,84,California,2,2963.048540454449,176
2020-06-04,84,California,2,3321.7119039093586,190
2020-06-05,84,California,4,3650.1586611160456,220
2020-06-06,84,California,4,3164.673364806341,276
2020-06-07,84,California,4,4177.797730938761,256
2020-06-01,85,New York,0,697.1659854891045,46
2020-06-02,85,New York,1,723.4112535927143,48
2020-06-03,85,New York,2,986.1081551528507,52
2020-06-04,85,New York,2,991.5957945122482,59
2020-06-05,85,New York,3,1530.4033157698022,84
2020-06-06,85,New York,4,2097.33584302794,111
2020-06-07,85,New York,5,1856.028879604209,176
2020-06-01,86,New York,0,853.6181721746127,39
2020-06-02,86,New York,1,880.7016843384583,46
2020-06-03,86,New York,2,989.7145572602581,54
2020-06-04,86,New York,3,1214.6973801166016,66
2020-06-05,86,New York,4,1669.270787875209,103
2020-06-06,86,New York,5,2482.3316812584503,106
2020-06-07,86,New York,6,2402.8211854905585,186
2020-06-01,87,California,0,2742.9282653906207,171
2020-06-02,87,California,1,2860.4678656835495,173
2020-06-03,87,California,2,3010.211484733073,183
2020-06-04,87,California,2,3231.238311682179,177
2020-06-05,87,California,3,3839.1130987314928,209
2020-06-06,87,California,4,4631.613720333124,209
2020-06-07,87,California,5,1678.252552059403,308
2020-06-01,88,California,0,2910.280484094342,161
2020-06-02,88,California,1,2942.383313821702,173
2020-06-03,88,California,2,3040.291824018426,184
2020-06-04,88,California,3,3543.5525668137852,184
2020-06-05,88,California,4,3675.2712536766976,183
2020-06-06,88,California,4,3651.5891155389704,175
2020-06-07,88,California,4,4596.950027106766,207
2020-06-01,89,California,0,2823.2252469605573,167
2020-06-02,89,California,1,2848.7388298162473,173
2020-06-03,89,California,1,3007.7493345840976,176
2020-06-04,89,California,2,3201.0957665980136,192
2020-06-05,89,California,4,3702.4752721413824,218
2020-06-06,89,California,4,3518.3791632031725,190
2020-06-07,89,California,5,3644.1987597952575,192
2020-06-01,90,New York,0,810.34092846107,47
2020-06-02,90,New York,1,922.204807511868,47
2020-06-03,90,New York,2,932.0488054365576,51
2020-06-04,90,New York,3,1179.3125319961594,64
2020-06-05,90,New York,4,1350.348352156263,85
2020-06-06,90,New York,5,2249.0131418863007,104
2020-06-07,90,New York,6,3514.874438287098,77
2020-06-01,91,California,0,2967.665577580237,161
2020-06-02,91,California,1,3018.561148737402,167
2020-06-03,91,California,2,3124.860537767041,177
2020-06-04,91,California,3,3080.370699401303,205
2020-06-05,91,California,4,3327.870975366256,198
2020-06-06,91,California,4,2902.111195985337,230
2020-06-07,91,California,4,4693.132186911548,252
2020-06-01,92,New York,0,764.9435270171371,44
2020-06-02,92,New York,1,723.5112570854246,44
2020-06-03,92,New York,1,915.2712320172852,54
2020-06-04,92,New York,2,1173.2078557445018,66
2020-06-05,92,New York,4,1434.3394306676955,110
2020-06-06,92,New York,4,2102.8007131123236,122
2020-06-07,92,New York,5,1483.8973679380567,140
2020-06-01,93,California,0,2870.5696829335875,165
2020-06-02,93,California,1,3114.9698854932417,173
2020-06-03,93,California,2,2990.5165151394326,176
2020-06-04,93,California,3,3237.5053367002447,181
2020-06-05,93,California,4,3265.9558422142354,204
2020-06-06,93,California,5,3705.7264317161075,214
2020-06-07,93,California,5,2321.866244225317,190
2020-06-01,94,New York,0,749.5764631122017,43
2020-06-02,94,New York,1,868.8782588425763,48
2020-06-03,94,New York,2,1095.1317676408132,57
2020-06-04,94,New York,3,1188.1588660667944,69
2020-06-05,94,New York,4,1538.8538201161532,105
2020-06-06,94,New York,5,1401.4375841915707,96
2020-06-07,94,New York,6,2741.6939823937723,115
2020-06-01,95,California,0,2802.697856383139,166
2020-06-02,95,California,1,2997.419685109035,170
2020-06-03,95,California,2,3221.6365118956924,180
2020-06-04,95,California,2,3286.6556586185197,182
2020-06-05,95,California,4,3624.4770110236527,248
2020-06-06,95,California,4,3578.1327145838895,284
2020-06-07,95,California,5,3838.4172585290776,235
2020-06-01,96,California,0,2792.20749697157,169
2020-06-02,96,California,1,2918.190209441932,174
2020-06-03,96,California,2,2952.834794609013,176
2020-06-04,96,California,2,3201.616914506678,176
2020-06-05,96,California,3,3321.685473418607,205
2020-06-06,96,California,5,4063.8834316001876,205
2020-06-07,96,California,5,4851.284990872673,219
2020-06-01,97,New York,0,916.8991828776966,46
2020-06-02,97,New York,1,852.9470190268833,48
2020-06-03,97,New York,2,970.3677169801531,54
2020-06-04,97,New York,3,1206.1615171404897,68
2020-06-05,97,New York,3,1353.2990828282013,88
2020-06-06,97,New York,4,2212.075641909111,130
2020-06-07,97,New York,5,2688.872018990524,139
2020-06-01,98,California,0,2801.750508093932,176
2020-06-02,98,California,1,2933.8060268046765,170
2020-06-03,98,California,2,2975.984347897487,137
2020-06-04,98,California,3,3171.7326071725165,193
2020-06-05,98,California,3,3426.3083045903318,204
2020-06-06,98,California,4,3685.3391087921823,172
2020-06-07,98,California,3,5799.81937450412,288
2020-06-01,99,California,0,2888.2233329757146,162
2020-06-02,99,California,1,2902.3607165550147,169
2020-06-03,99,California,1,3042.78193888189,174
2020-06-04,99,California,2,3183.143605432772,185
2020-06-05,99,California,4,3541.943026638224,180
2020-06-06,99,California,5,2978.11524519404,169
2020-06-07,99,California,6,5427.3240774685655,141
